Link ID,Start Node,Start Node Eastings,Start Node Northings,Start Node Latitude,Start Node Longitude,End Node,End Node Eastings,End Node Northings,End Node Latitude,End Node Longitude,Region,Road Type
50108-50106,50108,839863.478,816886.033,22.29087797,114.2117649,50106,839816.873,816917.947,22.29116627,114.2113127,HK,MAJOR ROUTE
50109-910,50109,839875.054,816894.55,22.29095486,114.2118772,910,840060.004,816792.63,22.29003406,114.2136717,HK,MAJOR ROUTE
50119-930,50119,840850.736,816287.253,22.28546827,114.2213435,930,840495.49,816655.752,22.28879695,114.2178973,HK,MAJOR ROUTE
50178-50019,50178,836297.644,815654.668,22.27976172,114.177162,50019,835803.901,815589.008,22.27916871,114.1723711,HK,MAJOR ROUTE
50179-50178,50179,836362.957,815673.882,22.27993524,114.1777957,50178,836297.644,815654.668,22.27976172,114.177162,HK,MAJOR ROUTE
78201-88820,78201,835418.623,817893.881,22.29998301,114.1686315,88820,835350.224,818078.55,22.30165065,114.1679676,K,URBAN ROAD
88801-36821,88801,835232.243,819528.557,22.31474503,114.1668217,36821,835268.36,819250.732,22.31223613,114.1671724,K,MAJOR ROUTE
88803-34781,88803,836458.943,818526.587,22.30569693,114.1787275,34781,836398.307,818543.592,22.30585051,114.178139,K,URBAN ROAD
88805-34551,88805,836463.722,818544.811,22.30586151,114.1787738,34551,836573.237,818583.439,22.30621033,114.1798367,K,URBAN ROAD
88806-88807,88806,836421.253,820544.801,22.32392262,114.1783619,88807,836418.558,820503.762,22.32355201,114.1783357,K,URBAN ROAD
88807-3506,88807,836418.558,820503.762,22.32355201,114.1783357,3506,836482.181,819918.657,22.31826816,114.1789532,K,URBAN ROAD
88807-35071,88807,836418.558,820503.762,22.32355201,114.1783357,35071,836398.278,820324.278,22.32193117,114.1781389,K,URBAN ROAD
88810-34212,88810,839314.866,820127.978,22.32015576,114.2064473,34212,839032.263,820399.522,22.32260844,114.2037048,K,MAJOR ROUTE
88812-88827,88812,836747.719,818732.879,22.30755982,114.1815301,88827,836712.602,818694.748,22.30721548,114.1811893,K,URBAN ROAD
88813-888131,88813,839988.562,819731.898,22.3165776,114.2129853,888131,840039.042,819687.873,22.31617992,114.2134751,K,MAJOR ROUTE
88814-888141,88814,841123.667,818587.958,22.3062443,114.2239989,888141,841171.818,818619.044,22.30652489,114.2244663,K,MAJOR ROUTE
88816-888161,88816,837353.75,820779.14,22.3260385,114.1874131,888161,837403.608,820809.184,22.32630978,114.1878971,K,URBAN ROAD
88817-888171,88817,839074.865,821794.406,22.33520499,114.2041208,888171,839124.326,821765.411,22.33494307,114.2046008,K,MAJOR ROUTE
88818-888181,88818,836976.843,818412.791,22.30466915,114.1837536,888181,837009.054,818365.583,22.30424282,114.1840662,K,URBAN ROAD
88819-888191,88819,835948.908,817311.201,22.29472123,114.1737778,888191,835889.633,817306.075,22.29467493,114.1732026,K,URBAN ROAD
88820-888201,88820,835350.224,818078.55,22.30165065,114.1679676,888201,835346.075,818138.176,22.30218911,114.1679273,K,URBAN ROAD
88821-888211,88821,837650.4,820182.864,22.32065356,114.190292,888211,837668.17,820248.692,22.32124801,114.1904645,K,MAJOR ROUTE
88822-888221,88822,835098.871,819181.09,22.31160711,114.1655275,888221,835058.429,819127.715,22.31112507,114.165135,K,URBAN ROAD
88824-34372,88824,837662.065,820185.169,22.32067437,114.1904052,34372,837354.848,819455.342,22.31408382,114.1874229,K,MAJOR ROUTE
88825-3484,88825,836306.663,819564.477,22.31506972,114.1772496,3484,836273.929,819369.685,22.31331063,114.1769319,K,MAJOR ROUTE
88827-34552,88827,836712.602,818694.748,22.30721548,114.1811893,34552,836588.377,818563.869,22.30603359,114.1799836,K,URBAN ROAD
88827-888303,88827,836712.602,818694.748,22.30721548,114.1811893,888303,836748.998,818560.257,22.30600094,114.1815425,K,URBAN ROAD
888131-3639,888131,840039.042,819687.873,22.31617992,114.2134751,3639,840935.412,818601.61,22.30636811,114.2221719,K,MAJOR ROUTE
888141-3637,888141,841171.818,818619.044,22.30652489,114.2244663,3637,841500.294,818838.784,22.30850831,114.2276549,K,MAJOR ROUTE
888151-3633,888151,842053.671,818696.967,22.30722585,114.233025,3633,842093.024,818642.008,22.3067294,114.2334068,K,MAJOR ROUTE
888161-3419,888161,837403.608,820809.184,22.32630978,114.1878971,3419,837531.387,820885.152,22.32699573,114.1891374,K,URBAN ROAD
888171-3644,888171,839124.326,821765.411,22.33494307,114.2046008,3644,839174.133,821171.9,22.32958324,114.2050832,K,MAJOR ROUTE
888181-3715,888181,837009.054,818365.583,22.30424282,114.1840662,3715,837030.317,817998.638,22.30092907,114.1842724,K,URBAN ROAD
888191-3459,888191,835889.633,817306.075,22.29467493,114.1732026,3459,835807.883,817301.615,22.29463463,114.1724093,K,URBAN ROAD
888201-3470,888201,835346.075,818138.176,22.30218911,114.1679273,3470,834889.426,818187.326,22.30263266,114.1634956,K,URBAN ROAD
888211-34221,888211,837668.17,820248.692,22.32124801,114.1904645,34221,837768.505,820483.126,22.32336501,114.1914386,K,MAJOR ROUTE
888221-3010,888221,835058.429,819127.715,22.31112507,114.165135,3010,835020.456,819072.594,22.31062727,114.1647665,K,URBAN ROAD
888231-3503,888231,836009.355,819775.102,22.31697177,114.174364,3503,835971.906,819718.872,22.31646397,114.1740005,K,URBAN ROAD
888241-88824,888241,837675.498,820244.302,22.32120836,114.1905357,88824,837662.065,820185.169,22.32067437,114.1904052,K,MAJOR ROUTE
888301-3692,888301,834711.437,818893.39,22.3090087,114.1617675,3692,834538.393,818512.558,22.30556939,114.1600885,K,MAJOR ROUTE
888302-888303,888302,836661.066,818660.839,22.30690928,114.1806891,888303,836748.998,818560.257,22.30600094,114.1815425,K,MAJOR ROUTE
888303-3453,888303,836748.998,818560.257,22.30600094,114.1815425,3453,836694.153,818344.939,22.3040565,114.1810101,K,MAJOR ROUTE
991001-992001,991001,839366.623,831956.751,22.4269758,114.2069727,992001,839383.2297,831945.6056,22.42687512,114.2071339,ST,MAJOR ROUTE
991002-992004,991002,839779.5942,831665.8416,22.42434795,114.2109834,992004,839795.1736,831653.3068,22.42423472,114.2111347,ST,MAJOR ROUTE
991003-992007,991003,840045.5985,830856.5948,22.4170395,114.2135652,992007,840041.9818,830836.9245,22.41686187,114.21353,ST,MAJOR ROUTE
991004-992010,991004,839626.6447,829640.6637,22.40605992,114.2094935,992010,839609.108,829631.0478,22.40597311,114.2093231,ST,MAJOR ROUTE
991005-992013,991005,839405.757,829500.7652,22.40479698,114.2073479,992013,839389.8365,829488.6599,22.40468769,114.2071933,ST,MAJOR ROUTE
991006-992016,991006,840070.5651,830019.7784,22.40948258,114.2138057,992016,840085.3499,830006.3124,22.40936094,114.2139493,ST,MAJOR ROUTE
991007-992019,991007,840490.1867,829644.7296,22.40609472,114.2178802,992019,840502.6709,829629.1446,22.40595395,114.2180014,ST,MAJOR ROUTE
991008-992022,991008,839952.6525,828933.4681,22.39967291,114.212658,992022,839939.9847,828917.9914,22.39953318,114.2125349,ST,MAJOR ROUTE
991009-992025,991009,839637.9304,828139.0579,22.39249964,114.2095999,992025,839639.9199,828119.1577,22.39231992,114.2096192,ST,MAJOR ROUTE
991010-992028,991010,839740.3615,827835.4641,22.38975782,114.2105939,992028,839748.5206,827817.2041,22.38959291,114.2106731,ST,MAJOR ROUTE
991011-992031,991011,839804.9982,827644.9759,22.38803748,114.2112212,992031,839806.8037,827625.0576,22.38785761,114.2112387,ST,MAJOR ROUTE
991012-992034,991012,839711.674,826746.8869,22.37992746,114.210313,992034,839714.466,826727.0828,22.37974862,114.2103401,ST,MAJOR ROUTE
991013-992037,991013,839807.1027,826543.7115,22.37809249,114.2112392,992037,839821.5224,826529.8525,22.3779673,114.2113792,ST,MAJOR ROUTE
991015-992042,991015,839111.0813,829209.2483,22.40216495,114.2044856,992042,839098.9246,829193.3671,22.40202156,114.2043675,ST,MAJOR ROUTE
991016-992045,991016,838796.4868,828696.9862,22.39753946,114.2014295,992045,838785.95,828679.9869,22.39738596,114.2013271,ST,MAJOR ROUTE
991017-992048,991017,838612.2601,828386.4564,22.39473548,114.1996399,992048,838603.3507,828368.5505,22.39457379,114.1995534,ST,MAJOR ROUTE
991018-992051,991018,837938.7638,827712.2549,22.38864789,114.1930988,992051,837924.3189,827698.4222,22.38852298,114.1929585,ST,MAJOR ROUTE
991019-992054,991019,837594.6015,827298.4258,22.3849111,114.1897564,992054,837582.6504,827282.3892,22.38476629,114.1896403,ST,MAJOR ROUTE
991020-992057,991020,837263.76,826834.5752,22.38072251,114.1865434,992057,837254.1195,826817.052,22.38056427,114.1864498,ST,MAJOR ROUTE
991021-992060,991021,838517.5981,828032.8572,22.39154243,114.1987202,992060,838517.0735,828012.8675,22.39136191,114.198715,ST,MAJOR ROUTE
991022-992063,991022,838801.8698,827158.2589,22.38364395,114.2014793,992063,838797.0151,827138.857,22.38346875,114.2014321,ST,MAJOR ROUTE
991023-992066,991023,838722.7843,826856.6227,22.38092014,114.2007109,992066,838716.5506,826837.619,22.38074853,114.2006503,ST,MAJOR ROUTE
991024-992069,991024,838054.3346,826093.5234,22.37402977,114.1942192,992069,838035.007,826088.3828,22.37398337,114.1940316,ST,MAJOR ROUTE
991025-992072,991025,838242.7559,826686.7859,22.37938704,114.1960495,992072,838226.7133,826698.7152,22.37949479,114.1958937,ST,URBAN ROAD
991026-992075,991026,837659.7936,827198.7015,22.38401048,114.1903893,992075,837644.8515,827211.9955,22.38413054,114.1902442,ST,MAJOR ROUTE
991027-992078,991027,839415.3356,826793.7356,22.3803511,114.2074356,992078,839398.8817,826782.3659,22.38024846,114.2072758,ST,MAJOR ROUTE
991028-992083,991028,838945.8334,826497.5147,22.37767687,114.2028762,992083,838926.5662,826492.1503,22.37762845,114.2026891,ST,URBAN ROAD
991029-992084,991029,838942.7616,826506.0542,22.37775399,114.2028463,992084,838923.395,826501.0864,22.37770916,114.2026583,ST,MAJOR ROUTE
991030-992086,991030,836656.6604,825230.9441,22.36624111,114.180648,992086,836659.2815,825250.7689,22.36642013,114.1806734,ST,URBAN ROAD
991031-992090,991031,836206.7041,825612.9401,22.36969078,114.1762792,992090,836192.2695,825599.0966,22.36956577,114.1761391,ST,URBAN ROAD
991032-992093,991032,837360.8479,826311.0536,22.37599477,114.1874858,992093,837373.0467,826295.2047,22.37585164,114.1876042,ST,URBAN ROAD
991033-992098,991033,837474.4798,825673.9347,22.37024117,114.1885887,992098,837459.0037,825661.2902,22.37012699,114.1884384,ST,MAJOR ROUTE
991034-992101,991034,837199.7423,825298.8755,22.36685435,114.1859209,992101,837184.6222,825285.7842,22.36673614,114.1857741,ST,MAJOR ROUTE
991035-992104,991035,836829.4388,825077.9264,22.36485923,114.1823254,992104,836818.4768,825061.2293,22.36470845,114.182219,ST,URBAN ROAD
991035-992105,991035,836829.4388,825077.9264,22.36485923,114.1823254,992105,836811.8545,825068.3982,22.36477319,114.1821547,ST,MAJOR ROUTE
991036-992108,991036,836598.4275,824923.0784,22.36346092,114.1800825,992108,836585.425,824907.8819,22.36332369,114.1799563,ST,MAJOR ROUTE
991037-992111,991037,836183.6178,824539.7161,22.35999898,114.1760551,992111,836170.017,824525.0533,22.35986657,114.1759231,ST,MAJOR ROUTE
991038-992114,991038,835900.1843,824326.9328,22.3580774,114.1733034,992114,835890.0467,824309.764,22.35792235,114.173205,ST,MAJOR ROUTE
991040-992119,991040,836391.9839,826415.0704,22.37693444,114.1780783,992119,836373.0522,826408.6212,22.3768762,114.1778944,ST,MAJOR ROUTE
991041-992122,991041,836062.4749,825884.5289,22.37214336,114.1748788,992122,836055.1085,825865.9349,22.37197545,114.1748073,ST,MAJOR ROUTE
991042-992125,991042,835690.2532,825325.825,22.36709788,114.1712649,992125,835674.5113,825313.493,22.36698651,114.171112,ST,MAJOR ROUTE
991044-992130,991044,836277.2082,826776.0309,22.38019411,114.1769638,992130,836262.9832,826790.0885,22.38032106,114.1768257,ST,MAJOR ROUTE
991045-992133,991045,835424.401,826885.7949,22.38118513,114.1686828,992133,835404.9662,826881.0739,22.38114249,114.1684941,ST,MAJOR ROUTE
991046-992136,991046,835265.3781,826845.1303,22.38081783,114.1671387,992136,835246.0144,826840.1255,22.38077262,114.1669507,ST,MAJOR ROUTE
991048-992139,991048,823591.6094,836073.4027,22.46410685,114.0537105,992139,823587.3091,836053.8705,22.46393044,114.0536688,TM,MAJOR ROUTE
991049-992144,991049,823185.5732,834931.4385,22.45379138,114.0497748,992144,823175.8512,834913.9605,22.45363347,114.0496805,TM,MAJOR ROUTE
991050-992145,991050,823176.8556,834937.502,22.45384607,114.0496901,992145,823165.6758,834920.9233,22.45369627,114.0495816,TM,MAJOR ROUTE
991051-992148,991051,823142.5967,834110.2602,22.44637546,114.0493641,992148,823149.6202,834091.534,22.44620641,114.0494324,TM,MAJOR ROUTE
991052-992151,991052,823678.326,833427.3258,22.44021229,114.0545739,992151,823693.8437,833414.7083,22.44009847,114.0547248,TM,MAJOR ROUTE
991053-992154,991053,824251.1477,832940.7513,22.43582243,114.0601422,992154,824264.1649,832925.5673,22.4356854,114.0602688,TM,MAJOR ROUTE
991054-992157,991054,824679.3904,831538.9385,22.42316638,114.0643124,992157,824679.2074,831518.9393,22.42298577,114.0643107,TM,MAJOR ROUTE
991055-992160,991055,824477.5608,830423.9415,22.41309606,114.0623602,992160,824467.8497,830406.4575,22.4129381,114.062266,TM,MAJOR ROUTE
991056-992163,991056,825177.4052,826130.7426,22.37433101,114.0691873,992163,825193.276,826118.5723,22.37422121,114.0693415,TM,MAJOR ROUTE
991057-992166,991057,822969.5934,834398.4122,22.44897626,114.047681,992166,822950.9647,834391.1871,22.44891087,114.0475,TM,MAJOR ROUTE
991058-992169,991058,822177.0044,834112.8398,22.44639108,114.0399835,992169,822168.4672,834094.7564,22.44622771,114.0399008,TM,MAJOR ROUTE
991059-992172,991059,821747.3574,832993.3182,22.43627772,114.0358198,992172,821732.5605,832979.8626,22.43615609,114.0356762,TM,MAJOR ROUTE
991060-992175,991060,820906.7252,832776.8246,22.43431535,114.027656,992175,820887.0664,832780.5028,22.43434839,114.027465,TM,MAJOR ROUTE
991061-992178,991061,819759.5232,833094.2347,22.43717102,114.0165089,992178,819741.3883,833102.6634,22.43724696,114.0163326,TM,MAJOR ROUTE
991062-992181,991062,818886.8447,833053.8075,22.43679731,114.0080321,992181,818867.9042,833047.3844,22.43673911,114.0078481,TM,MAJOR ROUTE
991063-992184,991063,818300.1592,832427.9648,22.43113963,114.00234,992184,818293.611,832409.0671,22.4309689,114.0022766,TM,MAJOR ROUTE
991064-992187,991064,817587.5165,831555.5985,22.42325416,113.9954279,992187,817571.6781,831543.3901,22.42314374,113.9952742,TM,MAJOR ROUTE
991065-992190,991065,816688.3112,830696.8154,22.41548893,113.9867043,992190,816668.4696,830694.3031,22.41546602,113.9865117,TM,MAJOR ROUTE
991066-992193,991066,815971.785,830346.7926,22.41231973,113.9797495,992193,815966.4901,830327.5068,22.41214551,113.9796983,TM,MAJOR ROUTE
991067-992196,991067,815710.3657,829102.0231,22.4010758,113.9772265,992196,815706.5987,829082.3819,22.40089839,113.9771902,TM,MAJOR ROUTE
991068-992199,991068,815651.5824,828415.6289,22.39487665,113.9766645,992199,815656.6346,828396.2775,22.39470195,113.9767139,TM,MAJOR ROUTE
991069-992202,991069,815782.9817,827913.5771,22.39034446,113.977947,992202,815788.0094,827894.2193,22.39016971,113.9779961,TM,MAJOR ROUTE
991070-992205,991070,816142.8485,827019.3178,22.38227314,113.9814529,992205,816156.0456,827004.29,22.38213759,113.9815812,TM,MAJOR ROUTE
991071-992208,991071,817132.5081,826244.798,22.37529018,113.9910721,992208,817151.6159,826250.7049,22.37534373,113.9912575,TM,MAJOR ROUTE
991072-992211,991072,817870.0399,825971.1214,22.37282681,113.9982365,992211,817879.3961,825953.4448,22.37266728,113.9983275,TM,MAJOR ROUTE
991073-992214,991073,818750.5469,825367.6548,22.36738641,114.0067925,992214,818769.6203,825361.6392,22.36733228,114.0069778,TM,MAJOR ROUTE
991074-992217,991074,819521.6882,825022.2898,22.36427528,114.0142833,992217,819531.7364,825004.9972,22.36411922,114.0143811,TM,MAJOR ROUTE
991075-992220,991075,820021.1594,824374.3167,22.35842855,114.0191393,992220,820035.6587,824360.5409,22.35830428,114.0192802,TM,MAJOR ROUTE
991076-992223,991076,820857.4986,824107.2881,22.35602485,114.0272616,992223,820877.418,824109.0822,22.35604123,114.027455,TM,MAJOR ROUTE
991077-992226,991077,822037.0877,824797.7236,22.36227001,114.0387074,992226,822053.6834,824808.8853,22.36237095,114.0388685,TM,MAJOR ROUTE
991078-992229,991078,823601.492,825304.6311,22.3668599,114.0538921,992229,823620.6967,825310.1979,22.36691031,114.0540785,TM,MAJOR ROUTE
991079-992232,991079,824838.8395,825275.2169,22.36660295,114.065906,992232,824856.6812,825266.1795,22.36652146,114.0660793,TM,MAJOR ROUTE
991080-992235,991080,825808.2281,825842.5116,22.3717321,114.0753143,992235,825828.2039,825841.9638,22.37172727,114.0755082,TM,MAJOR ROUTE
991081-992238,991081,826812.6184,825618.2371,22.3697126,114.0850678,992238,826831.6998,825612.2456,22.3696586,114.0852531,TM,MAJOR ROUTE
991082-992241,991082,827721.6418,825681.8456,22.37029178,114.0938936,992241,827736.9574,825668.9848,22.37017572,114.0940424,TM,MAJOR ROUTE
991084-992246,991084,815811.2071,828287.6577,22.39372292,113.9782163,992246,815819.7469,828269.5726,22.3935597,113.9782995,TM,URBAN ROAD
991085-992248,991085,816102.5847,827379.6708,22.38552683,113.9810574,992248,816099.9254,827359.8492,22.3853478,113.9810318,TM,URBAN ROAD
991086-992252,991086,816250.8576,826554.3791,22.37807579,113.9825075,992252,816270.7124,826551.9731,22.37805429,113.9827004,TM,URBAN ROAD
991087-992254,991087,817307.7258,826004.5057,22.37312217,113.9927762,992254,817318.9023,825987.9259,22.37297256,113.992885,TM,URBAN ROAD
991088-992258,991088,818090.5262,825405.4161,22.36772056,114.0003838,992258,818107.4607,825394.7858,22.36762474,114.0005483,TM,URBAN ROAD
991089-992261,991089,819074.9106,825257.5773,22.36639563,114.009943,992261,819094.7939,825255.4226,22.36637637,114.0101361,TM,URBAN ROAD
991090-992264,991090,820117.5495,824203.7475,22.35688913,114.0200768,992264,820136.1079,824196.292,22.35682198,114.0202571,TM,URBAN ROAD
991091-992267,991091,821377.4565,824145.0369,22.35637032,114.0323092,992267,821396.1316,824152.1953,22.35643513,114.0324905,TM,URBAN ROAD
991092-992270,991092,822389.62,824619.8427,22.36066654,114.0421317,992270,822407.8636,824628.0355,22.36074067,114.0423087,TM,URBAN ROAD
991093-992273,991093,823970.7807,825184.2859,22.3657758,114.0574785,992273,823988.1326,825194.2307,22.36586573,114.0576469,TM,URBAN ROAD
991094-992276,991094,824263.7921,825402.5438,22.36774886,114.0603218,992276,824283.6024,825405.292,22.36777381,114.0605141,TM,URBAN ROAD
991095-992279,991095,825218.0823,825053.8183,22.36460609,114.0695897,992279,825233.3743,825066.7019,22.36472253,114.0697381,TM,URBAN ROAD
991096-992282,991096,826300.3737,825714.7569,22.37058133,114.0800936,992282,826320.3301,825715.3752,22.37058703,114.0802874,TM,URBAN ROAD
991097-992285,991097,827332.0744,825377.9029,22.36754504,114.0901128,992285,827352.0559,825377.0429,22.36753738,114.0903068,TM,URBAN ROAD
992001-992002,992001,839383.2297,831945.6056,22.42687512,114.2071339,992002,839747.8294,831690.1189,22.42456725,114.2106749,ST,MAJOR ROUTE
992002-992003,992002,839747.8294,831690.1189,22.42456725,114.2106749,992003,839764.0805,831678.4641,22.42446197,114.2108327,ST,MAJOR ROUTE
992003-991002,992003,839764.0805,831678.4641,22.42446197,114.2108327,991002,839779.5942,831665.8416,22.42434795,114.2109834,ST,MAJOR ROUTE
992004-992005,992004,839795.1736,831653.3068,22.42423472,114.2111347,992005,840053.0248,830895.8993,22.41739442,114.2136374,ST,MAJOR ROUTE
992005-992006,992005,840049.3542,830876.239,22.41721688,114.2136017,992006,840053.0248,830895.8993,22.41739442,114.2136374,ST,MAJOR ROUTE
992006-991003,992006,840045.5985,830856.5948,22.4170395,114.2135652,991003,840049.3542,830876.239,22.41721688,114.2136017,ST,MAJOR ROUTE
992007-993001,992007,840041.9818,830836.9245,22.41686187,114.21353,993001,839961.5617,830412.7727,22.41303175,114.212748,ST,MAJOR ROUTE
992008-992009,992008,839660.6231,829661.7624,22.40625038,114.2098235,992009,839643.6913,829651.1238,22.40615434,114.209659,ST,MAJOR ROUTE
992009-991004,992009,839643.6913,829651.1238,22.40615434,114.209659,991004,839626.6447,829640.6637,22.40605992,114.2094935,ST,MAJOR ROUTE
992010-992011,992010,839609.108,829631.0478,22.40597311,114.2093231,992011,839438.147,829524.2363,22.40500888,114.2076625,ST,MAJOR ROUTE
992011-992012,992011,839438.147,829524.2363,22.40500888,114.2076625,992012,839421.952,829512.5007,22.40490293,114.2075052,ST,MAJOR ROUTE
992012-991005,992012,839421.952,829512.5007,22.40490293,114.2075052,991005,839405.757,829500.7652,22.40479698,114.2073479,ST,MAJOR ROUTE
992013-992040,992013,839389.8365,829488.6599,22.40468769,114.2071933,992040,839136.072,829240.4802,22.40244695,114.2047283,ST,MAJOR ROUTE
992014-992015,992014,840041.7893,830047.5475,22.40973341,114.2135263,992015,840056.0118,830033.497,22.4096065,114.2136644,ST,MAJOR ROUTE
992015-991006,992015,840056.0118,830033.497,22.4096065,114.2136644,991006,840070.5651,830019.7784,22.40948258,114.2138057,ST,MAJOR ROUTE
992016-992017,992016,840085.3499,830006.3124,22.40936094,114.2139493,992017,840461.9501,829673.0274,22.40635033,114.217606,ST,MAJOR ROUTE
992017-992018,992017,840461.9501,829673.0274,22.40635033,114.217606,992018,840476.4708,829659.2832,22.40622618,114.217747,ST,MAJOR ROUTE
992018-991007,992018,840476.4708,829659.2832,22.40622618,114.217747,991007,840490.1867,829644.7296,22.40609472,114.2178802,ST,MAJOR ROUTE
